area,dlg_file,character,line_type,conv_position,strref,voice_file,voice_actor,text
Mortuary - 1st Floor,DGIANTSK,Giant Skeleton,narration,13,4016,4016.wav,sevrL_bats,"Dispelling the enchantment is easier this time around, and the runes quickly unravel beneath your attack. Within minutes, the giant skeleton has been stripped of the enchantments binding it. Remembering what happened to the first, you catch the skeleton before it falls, and with a grunt, slowly lower it to the ground."
Mortuary - 1st Floor,DGIANTSK,Giant Skeleton,narration,14,4017,4017.wav,sevrL_bats,"You quickly rummage through the skeleton's remains and, once again, uncover a piece of the skeleton's breastplate... like the first, this one also has a fragment of its broken enchantment engraved on it. It could prove useful."
Mortuary - 1st Floor,DGIANTSK,Giant Skeleton,narration,15,64295,64295.wav,sevrL_bats,"You consult the tome and compare the diagrams to the markings on the breastplate. From what you can make out, the runes are a lesser armoring enchantment, but several skull-shaped runes and spherical tracings along the edges of the armor suggest that several greater necromantic and warding enchantments are woven in as well. Touching the skeleton will most likely cause it to awaken... and defend itself."
Mortuary - 1st Floor,DGIANTSK,Giant Skeleton,narration,16,64297,64297.wav,sevrL_bats,"From what you can make out from the Tome, it seems the armoring enchantment applies only to the breastplate, the necromantic enchantment allows the skeleton to be Raised, but it is the warding enchantment that gives the skeleton its limited awareness of its surroundings. You'd guess that if you were to mar the skeleton's wards, it would interpret it as an attack... unless you blinded it to your presence first."
Mortuary - 2nd Floor,DDHALL,Dhall,narration,0,822,822.wav,sevrL_bats,"Before Morte can finish his rant, the scribe begins coughing violently. After a moment or two, the coughing spell dies down, and the scribe's breathing resumes its ragged wheeze."
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,1,826,826.wav,sevrL_bats,"Before Morte can finish, the scribe's gray eyes flicker to you. ""The weight of years hangs heavy upon me, Restless One."" He places down his quill. ""...but I do not yet count deafness among my ailments."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,2,829,829.wav,sevrL_bats,"""Do you not know the woman's corpse interred in the memorial hall below? I had thought that she had traveled with you in the past..."" Dhall looks like he is about to start coughing again, then catches his breath. ""Am I mistaken?"""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,3,832,832.wav,sevrL_bats,"Dhall stares at you. ""Are you certain?"""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,4,833,833.wav,sevrL_bats,"""I..."" Dhall breaks into another fit of coughing. After a minute or two, he catches his breath enough to speak. ""I... shall inform the guards at once."""
Mortuary - 2nd Floor,DDHALL,Dhall,narration,5,838,838.wav,sevrL_bats,"This scribe looks very old... his skin is wrinkled and has a slight trace of yellow, like old parchment. Charcoal-gray eyes lie within an angular face, and a large white beard flows down the front of his robes like a waterfall. His breathing is ragged and irregular, but even his occasional coughing does not slow the scratching of his quill pen."
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,6,841,841.wav,sevrL_bats,"The figure's gray eyes flicker as he glances up from his book. ""I suspected it might be you who was responsible for the attacks in the Mortuary. This..."" He coughs slightly, then draws a ragged breath. ""This is no way for you to enter the next life."""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,7,844,844.wav,sevrL_bats,"The scribe stops scratching in the book before him, then looks up. His eyes are like two nails driven into his skull. ""So..."" He sounds tired, as if he has repeated the same thing many times before. ""You have awoken from your sleep and returned to your dream."" He continues more respectfully. ""Well met... again, Restless One."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,8,851,851.wav,sevrL_bats,"""You must understand. Your existence is a blasphemy to them. Many of our faction would order you cremated... if they were aware of your affliction."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,9,852,852.wav,sevrL_bats,"""Very well. What did you wish to know?"""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,10,859,859.wav,sevrL_bats,"""You are in the Mortuary, Restless One. Again you have... come..."" Before he can finish, Dhall breaks into a fit of coughing. After a moment, he calms himself and his breathing resumes its ragged wheeze. ""...this is the waiting room for those about to depart the shadow of this life."""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,11,867,867.wav,sevrL_bats,"As you turn to leave, Dhall speaks. ""Know this: I do not envy you, Restless One. To be reborn as you would be a curse that I could not bear. You must come to terms with it. At some point, your path will return you here..."" Dhall coughs, the sound rattling in his throat. ""It is the way of all things flesh and bone."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,12,868,868.wav,sevrL_bats,"""Doubtless there are, but I know not their names, nor where they lie. One such as you has left a path many have walked, and few have survived."" Dhall gestures around you. ""All dead come here. Some must have traveled with you once."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,13,875,875.wav,sevrL_bats,"""Hmmm... the front gate is the most obvious exit, but they will not let anyone other than Dustmen pass..."" Dhall breaks into a ragged cough, then continues. ""...one of the guides by the front gate has a key to it, but it is unlikely he will open it for you unless you are extremely persuasive."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,14,878,878.wav,sevrL_bats,"""Yes, *again.* You have been brought here many times before, Restless One. I had hoped that this time would be your last, considering the wounds you had sustained."" He sighs. ""When will you give up your passions and leave this shadow of life?"""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,15,885,885.wav,sevrL_bats,"Dhall snorts in contempt, as if he finds the memory repugnant. ""Your moldy chariot ferried you to the Mortuary, Restless One. You would think you were royalty based on the number of loyal subjects that lay stinking and festering upon the cart that carried you."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,16,890,890.wav,sevrL_bats,"""Yes... your body was somewhere in the middle of the heap, sharing its fluids with the rest of the mountain of corpses."" Dhall breaks into another violent fit of coughing, finally catching his breath minutes later. ""Your 'seneschal' Pharod was, as always, pleased to accept a few moldy coppers to dump the lot of you at the Mortuary gate."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,17,895,895.wav,sevrL_bats,"""He is a... collector of the dead."" Dhall draws a ragged breath, then continues. ""We have such people in our city that scavenge the bodies of those that have walked the path of True Death and bring them to us so that they may be interred properly."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,18,900,900.wav,sevrL_bats,"""If events persist as they have, Restless One, you have a much greater chance of Pharod finding you and bringing you to us again before you find whatever ooze puddle he wallows in this time."" "
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,19,901,901.wav,sevrL_bats,"A slight warning creeps into Dhall's tone. ""Do not seek out Pharod, Restless One. I am certain that it will simply come full circle again, with you none the wiser and Pharod a few coppers richer. Accept death, Restless One. Do not perpetuate your circle of misery."""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,20,908,908.wav,sevrL_bats,"Dhall is silent for a moment. When he finally speaks, he seems to do so reluctantly. ""I do not know under which gutterstone Pharod lairs at the moment, but I imagine that he can be found somewhere beyond the Mortuary gates, in the Hive. Perhaps someone there will know where you can find him."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,21,914,914.wav,sevrL_bats,"""I know scant little of you, Restless One. I know little more of those that have journeyed with you and who now lie in our keeping."" Dhall sighs. ""I ask that you no longer ask others to join with you, Restless One - where you walk, so walks misery. Let your burden be your own."""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,22,915,915.wav,sevrL_bats,"Dhall sighs. ""It is said there are souls who can never attain the True Death. Death has forsaken them, and their names shall never be penned in the dead-book. To awake from death as you have done... suggests you are one of these souls. Your existence is unacceptable to our faction."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,23,924,924.wav,sevrL_bats,"""Because forcing our beliefs upon you is not just. You must give up this shadow of life on your own, not because we force you to."" Dhall looks about to break into another coughing jag, but he manages to hold it in with some effort. ""As long as I remain at my post, I will protect your right to search for your own truth."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,24,929,929.wav,sevrL_bats,"""I am the one that catalogues the shells that come to our halls, Restless One."" Dhall breaks into a fit of coughing, then steadies himself. ""Only I see the faces of those that lie upon our slabs. The dark of your existence lies safe with me."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,25,930,930.wav,sevrL_bats,"""I am a scribe, a cataloger of all the shells that come to the Mortuary."" Dhall coughs again, then takes a deep breath. ""As long as the stream of corpses flows through the Mortuary, I shall remain at my post."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,26,934,934.wav,sevrL_bats,"""I am close now to the True Death, Restless One. It will not be long before I pass beyond the Eternal Boundary and find the peace I have been seeking. I tire of this mortal sphere..."" Dhall gives a ragged sigh. ""The planes hold no more wonders for one such as I."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,27,938,938.wav,sevrL_bats,"""I do not wish to live forever nor live again, Restless One. I could not bear it."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,28,939,939.wav,sevrL_bats,"""She *spoke* to you?"" Dhall's voice drops to a whisper. ""Are the *fevers* upon you, Restless One? She has reached the True Death and passed well beyond your reach."""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,29,941,941.wav,sevrL_bats,"Dhall pauses, considering. ""Most likely. Are you missing anything... especially anything of value?"" His voice dips as he frowns. ""Not that Pharod would take exception to anything that wasn't physically grafted to your body, and sometimes even that's not enough to give his greedy mind pause."""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,30,945,945.wav,sevrL_bats,"Dhall draws a semicircle in the air front of him with a finger. ""This is an ill omen, Restless One. I pray you dreamed the conversation... yet I fear you did not."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,31,850,850.wav,sevrL_bats,"""A journal? If it was of any value, then it is likely it lies in Pharod's hands."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,32,950,950.wav,sevrL_bats,"""This is where the dead are brought to be interred or cremated. It is our responsibility as Dustmen to care for the dead, those who have left this shadow of life and walk the path to True Death."" Dhall's voice drops in concern. ""Your wounds must have exacted a heavy toll if you do not recognize this place. It is almost your home."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,33,957,957.wav,sevrL_bats,"""Yes, a shadow. You see, Restless One, this life... it is not real. Your life, my life, they are shadows, flickerings of what life once was. This 'life' is where we end up *after* we die. And here we remain... trapped. Caged. Until we can achieve the True Death."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,34,961,961.wav,sevrL_bats,"""Yes, the wounds that decorate your body... they look as if they would have sent a lesser man along the path of the True Death, yet it seems as if many of them have healed already."" Dhall coughs violently for a moment, then steadies himself. ""But those are only the surface wounds."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,35,962,962.wav,sevrL_bats,"""There are some I respect, Restless One."" Dhall takes a ragged breath and steadies himself. ""Pharod is not one of them. He wears his ill repute like a badge of honor and takes liberties with the possessions of the dead. He is a knight of the post, cross-trading filth of the lowest sort."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,36,966,966.wav,sevrL_bats,"""A knight of the post..."" Dhall coughs. ""...a thief. All Pharod brings to our walls come stripped of a little less of their dignity than they possessed in life. Pharod takes whatever he may pry from their stiffening fingers."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,37,970,970.wav,sevrL_bats,"""Sigil is our fair city, Restless One."""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,38,973,973.wav,sevrL_bats,"""Restless is as good a term as any..."" Dhall draws a ragged breath. ""Something keeps you here, does it not? Something that must be resolved, some passion that must be quenched before you can reach the True Death?"""
Mortuary - 2nd Floor,DDHALL,Dhall,spoken,39,884,884.wav,sevrL_bats,"""You will do what you have always done, Restless One. Seek out that crusty jink-smacking fool, Wormhair, and ask him for your possessions back. Then you will resume your pointless quest, attempt to complete pointless tasks, gather pointless items and then you will be struck down and returned to us. Save yourself time and speak with me now so that we do not have to resume this conversation again when your memories are lost to you again."""
Mortuary - 2nd Floor,DDHALL,Dhall,mixed,40,978,978.wav,sevrL_bats,"Dhall glances up as you approach. ""So. You have returned..."" Dhall takes a rasping breath, then breaks into a violent coughing spell. After a moment, it subsides, and he returns to his raspy breathing. ""... greetings again, Restless One."""
